Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km)
MAZDA,CX-5 4WD,SUV - SMALL,2,4,AS6,X,9.3
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8
MAZDA,CX-9,SUV - SMALL,3.7,6,AS6,X,14.2
MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3
MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,8.4
MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,8
MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,7.9
MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,M6,X,8
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.3
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,M6,X,8.2
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.2
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8
MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.4
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,11.5
MAZDA,MX-5,TWO-SEATER,2,4,M5,Z,10.5
MAZDA,MX-5,TWO-SEATER,2,4,M6,Z,11.1
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,4,AS7,Z,9.2
MERCEDES-BENZ,C 250,COMPACT,1.8,4,AS7,Z,10.9
MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS7,Z,11
MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,Z,12.2
MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,E,16.4
MERCEDES-BENZ,C 350,COMPACT,3.5,6,AS7,Z,12
MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,AS7,Z,11.9
MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1
MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1
MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,17.7
MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS7,Z,17.9
MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8,AS7,Z,15.4
MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8,AS7,Z,15.4
MERCEDES-BENZ,CLA 250,COMPACT,2,4,AS7,Z,9.1
MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2,4,AS7,Z,10.3
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,13.3
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1
MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1
MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS7,D,8.5
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.8
MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.6
MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9
MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.1
MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,12
MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9
MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6,AS7,Z,9.6
MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,13.6
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4
MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,8,AS7,Z,15
MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5
MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,20
MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,19.4
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,13.4
MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.1
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.6
MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,17.7
MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS7,D,9.6
MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS7,Z,12.6
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,Z,13.4
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,E,17.8
MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,11.8
MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2
MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.3
MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,8,AS7,Z,14.2
MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.6
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS7,Z,13.4
MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,14.8
MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,8,AS7,Z,16.7
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS7,Z,10.3
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,10.4
MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1
MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS7,Z,12.3
MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8,AS7,Z,18.7
MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AS7,Z,18.2
MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS7,Z,18.2
MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.7
MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.6
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.7
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.6
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.6
MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5
MINI,COOPER COUPE,TWO-SEATER,1.6,4,M6,Z,8
MINI,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,9.4
MINI,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,8.6
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.7
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.6
MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3
MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.3
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,9.1
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1
MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3
MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.3
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,9.1
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1
MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2
MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6
MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,14.2
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,14
MITSUBISHI,LANCER RALLIART,COMPACT,2,4,AM6,Z,13.4
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.6
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,9.8
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,11.5
MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.6
MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,9.9
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,9.8
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.5
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.7
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,14.8
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3
NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,10
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1
NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,7.8
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.7
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7
NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.2
NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6
NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,16.1
NISSAN,XTERRA 4WD,SUV - SMALL,4,6,M6,X,15.2
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.4
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,12
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.6
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.3
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.8
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.4
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,12.1
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.4
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.6
PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,14.1
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,15.8
PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3,6,A8,D,11.8
PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,16.7
PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,15.5
PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3,6,A8,Z,11.8
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.3
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,18
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1
PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,AM7,Z,13.4
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,13.7
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1
PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.3
RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.1
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5
RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.6
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,18.6
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A8,Z,20.7
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,20.7
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,20.7
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,20.7
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,18.7
SCION,FR-S,MINICOMPACT,2,4,AS6,Z,9.6
SCION,FR-S,MINICOMPACT,2,4,M6,Z,10.9
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6
SCION,tC,COMPACT,2.5,4,AS6,X,10.2
SCION,tC,COMPACT,2.5,4,M6,X,10.2
